CustomerID,Recency,Frequency,Monetary,FirstPurchase,LastPurchase,Items,Country,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,AOV,LifespanDays,ObservedDays,OrdersPerYear,CLV_1yr,Churned
13949,3,6,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,2474,United Kingdom,5,4,4,544,Champions,0,404.55,91,95,23.05,2797.46,0
14502,20,11,2426.79,2011-01-30 15:52:00,2011-11-20 11:50:00,1464,United Kingdom,4,5,4,454,Champions,0,220.62,293,313,12.83,849.17,0
12733,234,4,2424.02,2010-01-19 13:23:00,2011-04-19 16:19:00,895,USA,2,3,4,234,At Risk,1,606.0,455,689,2.12,385.42,1
15215,47,7,2422.43,2010-04-06 11:21:00,2011-10-24 11:41:00,776,United Kingdom,4,4,4,444,Champions,1,346.06,566,613,4.17,432.92,0
12739,99,2,2421.23,2010-11-10 14:27:00,2011-09-01 17:45:00,948,United Arab Emirates,3,2,4,324,Needs Attention,1,1210.62,295,394,1.85,671.89,0
15089,10,6,2420.84,2011-08-03 14:14:00,2011-11-29 16:31:00,1359,United Kingdom,5,4,4,544,Champions,0,403.47,118,128,17.11,2071.01,0
15489,23,8,2419.61,2010-01-15 16:58:00,2011-11-17 08:53:00,1264,United Kingdom,4,4,4,444,Champions,0,302.45,670,693,4.21,381.99,0
16040,65,7,2416.9,2010-04-09 10:12:00,2011-10-05 13:47:00,1185,United Kingdom,3,4,4,344,Loyal,1,345.27,544,610,4.19,434.0,0
13878,55,4,2416.9,2010-04-14 13:50:00,2011-10-16 12:19:00,927,United Kingdom,4,3,4,434,Loyal,1,604.22,549,604,2.42,438.66,0
16470,52,11,2416.85,2009-12-11 12:21:00,2011-10-19 12:11:00,1335,United Kingdom,4,5,4,454,Champions,0,219.71,676,729,5.51,363.18,0
13118,20,9,2415.41,2010-09-26 15:46:00,2011-11-20 12:46:00,834,United Kingdom,4,5,4,454,Champions,0,268.38,419,439,7.48,602.24,0
14205,17,9,2414.2,2010-03-07 12:20:00,2011-11-23 10:55:00,1342,United Kingdom,5,5,4,554,Champions,0,268.24,625,643,5.11,411.21,0
16833,1,6,2409.04,2010-03-26 15:31:00,2011-12-08 14:39:00,878,United Kingdom,5,4,4,544,Champions,0,401.51,621,623,3.52,423.99,0
16163,232,6,2407.98,2009-12-02 10:00:00,2011-04-21 15:15:00,676,United Kingdom,2,4,4,244,Can't Lose Them,1,401.33,505,738,2.97,357.59,1
12412,75,6,2404.93,2010-06-18 13:22:00,2011-09-26 10:16:00,1986,Denmark,3,4,4,344,Loyal,1,400.82,464,539,4.06,488.2,0
15341,81,2,2402.7200000000003,2010-09-16 16:41:00,2011-09-20 09:40:00,1008,United Kingdom,3,2,4,324,Needs Attention,1,1201.36,368,449,1.63,587.47,0
15793,15,8,2399.57,2009-12-01 12:54:00,2011-11-25 09:31:00,1685,United Kingdom,5,4,4,544,Champions,0,299.95,723,738,3.96,356.34,0
12393,72,6,2399.4500000000003,2010-10-07 13:49:00,2011-09-28 15:41:00,1311,Australia,3,4,4,344,Loyal,1,399.91,356,428,5.12,614.26,0
14414,92,8,2399.33,2010-11-30 10:12:00,2011-09-09 12:09:00,2877,United Kingdom,3,4,4,344,Loyal,1,299.92,283,375,7.79,700.91,0
16147,134,5,2398.91,2010-02-05 12:26:00,2011-07-29 09:57:00,1395,United Kingdom,3,4,4,344,Loyal,1,479.78,538,673,2.71,390.06,0
17921,64,10,2394.36,2010-07-15 20:05:00,2011-10-06 18:56:00,991,United Kingdom,3,5,4,354,Loyal,1,239.44,447,512,7.13,512.16,0
16812,361,4,2392.0,2010-11-22 14:36:00,2010-12-14 12:35:00,1116,United Kingdom,2,4,4,244,Can't Lose Them,1,598.0,21,382,3.82,685.31,1
13173,4,11,2389.82,2009-12-10 12:52:00,2011-12-05 15:51:00,1479,United Kingdom,5,5,4,554,Champions,0,217.26,725,729,5.51,359.13,0
17444,152,2,2389.1,2011-06-20 09:04:00,2011-07-11 10:33:00,2118,Canada,3,3,4,334,Loyal,1,1194.55,21,173,4.22,1512.3,0
15366,75,7,2389.08,2010-02-26 10:10:00,2011-09-25 15:01:00,2447,United Kingdom,3,4,4,344,Loyal,1,341.3,576,652,3.92,401.37,0
13813,40,8,2387.4700000000003,2009-12-06 10:16:00,2011-10-31 10:38:00,1271,Germany,4,4,4,444,Champions,0,298.43,694,734,3.98,356.33,0
16105,249,5,2386.19,2010-04-14 13:27:00,2011-04-05 10:13:00,2125,United Kingdom,2,4,4,244,Can't Lose Them,1,477.24,355,604,3.02,432.38,1
16638,23,15,2380.13,2010-08-18 13:33:00,2011-11-17 11:09:00,1627,United Kingdom,4,5,4,454,Champions,0,158.68,455,478,11.45,545.07,0
17827,5,6,2376.17,2010-03-28 12:20:00,2011-12-04 15:00:00,1582,United Kingdom,5,4,4,544,Champions,0,396.03,616,622,3.52,418.21,0
17434,2,7,2373.82,2011-09-15 13:54:00,2011-12-07 13:16:00,1693,United Kingdom,5,4,4,544,Champions,0,339.12,82,85,30.06,3058.18,0
13908,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,1478,United Kingdom,3,3,4,334,Loyal,1,592.39,196,277,5.27,936.57,0
17623,33,7,2365.77,2009-12-14 14:36:00,2011-11-07 11:32:00,799,United Kingdom,4,4,4,444,Champions,0,337.97,692,725,3.52,356.9,0
16005,12,10,2365.07,2010-09-15 13:21:00,2011-11-27 13:47:00,1267,United Kingdom,5,5,4,554,Champions,0,236.51,438,450,8.11,575.43,0
14496,312,7,2363.89,2010-03-16 13:15:00,2011-02-01 09:01:00,905,United Kingdom,2,4,4,244,Can't Lose Them,1,337.7,321,633,4.04,409.29,1
16676,34,6,2361.9,2010-10-17 13:07:00,2011-11-06 12:01:00,927,United Kingdom,4,4,4,444,Champions,1,393.65,384,418,5.24,618.82,0
15860,41,17,2358.8,2009-12-06 12:31:00,2011-10-30 11:25:00,1258,United Kingdom,4,5,4,454,Champions,0,138.75,692,734,8.45,351.73,0
17634,36,9,2358.59,2011-01-06 12:45:00,2011-11-03 13:09:00,838,United Kingdom,4,5,4,454,Champions,0,262.07,301,338,9.72,764.2,0
17969,166,20,2354.29,2009-12-06 13:53:00,2011-06-26 13:00:00,1014,United Kingdom,3,5,4,354,Loyal,1,117.71,566,733,9.96,351.72,0
14810,41,13,2354.03,2010-10-06 13:12:00,2011-10-30 11:19:00,1162,United Kingdom,4,5,4,454,Champions,0,181.08,388,429,11.06,600.82,0
14295,40,4,2352.91,2009-12-09 13:06:00,2011-10-30 15:50:00,1028,United Kingdom,4,3,4,434,Loyal,1,588.23,690,730,2.0,352.94,0
16083,101,4,2351.42,2010-11-16 11:53:00,2011-08-31 10:47:00,1514,United Kingdom,3,4,4,344,Loyal,1,587.86,287,389,3.75,661.34,0
12520,79,5,2346.2599999999998,2011-03-11 11:35:00,2011-09-21 15:23:00,1423,Germany,3,4,4,344,Loyal,1,469.25,194,274,6.66,937.56,0
15015,501,13,2344.47,2009-12-14 14:46:00,2010-07-26 13:50:00,1559,United Kingdom,1,5,4,154,Can't Lose Them,1,180.34,223,725,6.54,353.83,1
17591,73,8,2339.32,2010-01-17 16:09:00,2011-09-27 13:42:00,1028,United Kingdom,3,5,4,354,Loyal,1,292.42,617,691,4.23,371.08,0
16742,493,13,2334.97,2009-12-16 17:22:00,2010-08-04 10:52:00,2557,United Kingdom,1,5,4,154,Can't Lose Them,1,179.61,230,723,6.56,353.47,1
12676,25,10,2333.09,2010-08-13 13:29:00,2011-11-15 12:25:00,1854,Sweden,4,5,4,454,Champions,0,233.31,458,483,7.56,529.15,0
13614,24,6,2332.74,2010-06-06 13:42:00,2011-11-15 14:47:00,821,United Kingdom,4,4,4,444,Champions,2,388.79,527,551,3.97,463.05,0
16496,9,6,2330.77,2010-07-18 13:42:00,2011-12-01 10:31:00,1764,United Kingdom,5,4,4,544,Champions,0,388.46,500,509,4.3,501.11,0
15549,77,8,2330.41,2010-01-11 13:16:00,2011-09-23 16:22:00,933,United Kingdom,3,4,4,344,Loyal,1,291.3,620,697,4.19,366.16,0
17313,31,1,2328.84,2011-11-08 15:45:00,2011-11-08 15:45:00,1402,United Kingdom,4,2,4,424,New / Promising,2,2328.84,0,31,11.77,8223.13,0
16085,23,12,2324.71,2010-01-20 14:03:00,2011-11-16 13:24:00,1379,United Kingdom,4,5,4,454,Champions,0,193.73,664,688,6.37,370.22,0
17004,46,4,2324.36,2010-10-11 15:43:00,2011-10-24 14:25:00,1233,United Kingdom,4,4,4,444,Champions,1,581.09,377,424,3.44,599.68,0
14938,562,2,2322.43,2010-05-26 13:35:00,2010-05-26 13:38:00,1369,Channel Islands,1,2,4,124,Hibernating / Lost,1,1161.21,0,562,1.3,452.87,1
13055,78,4,2321.11,2010-10-06 08:17:00,2011-09-22 14:26:00,1821,United Kingdom,3,3,4,334,Loyal,1,580.28,351,430,3.4,591.89,0
16628,30,7,2318.1,2010-03-08 12:24:00,2011-11-10 12:45:00,1260,United Kingdom,4,4,4,444,Champions,0,331.16,612,642,3.98,395.41,0
12948,16,9,2317.43,2009-12-02 12:28:00,2011-11-23 17:10:00,1304,United Kingdom,5,5,4,554,Champions,0,257.49,721,738,4.45,343.75,0
14346,121,5,2315.75,2010-07-30 10:44:00,2011-08-11 09:47:00,1878,United Kingdom,3,4,4,344,Loyal,1,463.15,376,498,3.66,508.54,0
17193,36,9,2310.04,2009-12-02 10:02:00,2011-11-04 12:47:00,1668,United Kingdom,4,5,4,454,Champions,0,256.67,702,738,4.45,342.65,0
17282,130,5,2308.54,2010-06-09 12:07:00,2011-08-01 14:29:00,2332,United Kingdom,3,4,4,344,Loyal,1,461.71,418,549,3.32,459.86,0
13704,5,9,2308.06,2011-09-12 14:40:00,2011-12-04 15:13:00,1531,United Kingdom,5,5,4,554,Champions,0,256.45,83,88,37.33,2871.98,0
17113,574,6,2305.59,2010-01-11 10:14:00,2010-05-14 13:59:00,913,United Kingdom,1,4,4,144,Can't Lose Them,1,384.27,123,698,3.14,361.98,1
15946,503,3,2304.18,2010-03-16 10:49:00,2010-07-25 12:18:00,1614,United Kingdom,1,3,4,134,At Risk,1,768.06,131,634,1.73,398.62,1
17894,72,18,2304.16,2010-08-27 14:13:00,2011-09-29 09:23:00,936,United Kingdom,3,5,4,354,Loyal,0,128.01,397,469,14.01,538.03,0
14555,57,6,2304.03,2009-12-18 11:39:00,2011-10-13 16:24:00,842,United Kingdom,4,4,4,444,Champions,1,384.01,664,722,3.03,349.07,0
18095,313,5,2303.09,2010-04-19 14:09:00,2011-01-31 12:50:00,1623,United Kingdom,2,4,4,244,Can't Lose Them,1,460.62,286,599,3.05,421.47,1
12517,28,4,2301.6,2011-06-02 15:13:00,2011-11-11 13:57:00,1351,Germany,4,3,4,434,Loyal,2,575.4,161,190,7.68,1325.72,0
12423,1,10,2301.39,2010-08-31 09:31:00,2011-12-09 10:10:00,1772,Belgium,5,5,4,554,Champions,0,230.14,465,466,7.83,540.6,0
16077,626,1,2300.4,2010-03-24 10:42:00,2010-03-24 10:42:00,840,United Kingdom,1,1,4,114,Hibernating / Lost,1,2300.4,0,626,0.58,400.27,1
16531,22,11,2298.33,2010-09-24 09:49:00,2011-11-17 16:29:00,1863,United Kingdom,4,5,4,454,Champions,0,208.94,419,442,9.08,569.15,0
13371,505,2,2297.66,2010-03-17 15:29:00,2010-07-22 17:33:00,1019,United Kingdom,1,2,4,124,Hibernating / Lost,1,1148.83,127,632,1.16,399.79,1
13280,122,7,2293.33,2010-03-05 09:07:00,2011-08-09 13:14:00,1489,United Kingdom,3,4,4,344,Loyal,1,327.62,522,645,3.96,389.21,0
13059,250,10,2291.77,2010-03-31 12:23:00,2011-04-04 10:40:00,860,United Kingdom,2,5,4,254,Can't Lose Them,1,229.18,368,619,5.9,405.65,1
17047,85,6,2289.23,2009-12-08 08:48:00,2011-09-15 13:27:00,1184,United Kingdom,3,4,4,344,Loyal,1,381.54,646,732,2.99,342.24,0
12516,78,4,2288.62,2010-04-19 14:14:00,2011-09-23 09:13:00,1932,Germany,3,3,4,334,Loyal,1,572.16,521,599,2.44,418.82,0
17018,41,6,2287.7,2009-12-05 10:27:00,2011-10-30 11:42:00,456,United Kingdom,4,4,4,444,Champions,1,381.28,694,735,2.98,340.86,0
16485,77,5,2287.19,2009-12-06 12:28:00,2011-09-23 15:50:00,1153,United Kingdom,3,4,4,344,Loyal,1,457.44,656,734,2.49,341.71,0
14481,165,5,2284.69,2010-01-31 12:43:00,2011-06-28 10:38:00,1568,United Kingdom,3,4,4,344,Loyal,1,456.94,512,678,2.69,368.75,0
18051,634,7,2282.28,2009-12-09 12:17:00,2010-03-15 13:58:00,1661,United Kingdom,1,4,4,144,Can't Lose Them,1,326.04,96,731,3.5,342.34,1
13655,114,6,2280.51,2010-04-27 09:59:00,2011-08-17 14:25:00,1225,United Kingdom,3,4,4,344,Loyal,1,380.08,477,592,3.7,421.89,0
14554,10,4,2279.4900000000002,2011-10-18 13:04:00,2011-11-29 16:44:00,1443,United Kingdom,5,3,4,534,Loyal,2,569.87,42,52,28.08,4800.58,0
13994,4,6,2274.14,2011-07-14 18:28:00,2011-12-06 11:05:00,932,United Kingdom,5,4,4,544,Champions,0,379.02,144,148,14.8,1682.85,0
15638,379,6,2265.2,2010-04-08 14:37:00,2010-11-26 11:52:00,1134,United Kingdom,2,4,4,244,Can't Lose Them,1,377.53,231,610,3.59,406.6,1
17994,122,11,2264.0299999999997,2010-03-29 10:37:00,2011-08-10 11:41:00,2178,United Kingdom,3,5,4,354,Loyal,1,205.82,499,621,6.47,399.5,0
15734,115,4,2263.3,2010-06-10 14:25:00,2011-08-17 10:50:00,516,United Kingdom,3,3,4,334,Loyal,1,565.83,432,547,2.67,453.23,0
13652,46,5,2262.05,2010-02-25 17:37:00,2011-10-25 08:51:00,1458,United Kingdom,4,4,4,444,Champions,1,452.41,606,652,2.8,380.02,0
13814,92,3,2257.32,2010-06-30 14:12:00,2011-09-08 13:48:00,1214,Germany,3,3,4,334,Loyal,1,752.44,434,527,2.08,469.52,0
13117,22,18,2255.66,2010-03-26 13:50:00,2011-11-18 12:02:00,1852,United Kingdom,4,5,4,454,Champions,0,125.31,601,623,10.55,396.61,0
12584,4,9,2254.15,2011-03-04 15:15:00,2011-12-06 09:35:00,413,Italy,5,5,4,554,Champions,0,250.46,276,280,11.73,881.37,0
16350,21,9,2253.89,2010-10-07 16:33:00,2011-11-18 15:53:00,1077,United Kingdom,4,5,4,454,Champions,0,250.43,406,428,7.68,576.99,0
17414,44,6,2249.52,2009-12-03 16:49:00,2011-10-27 12:13:00,6256,United Kingdom,4,4,4,444,Champions,1,374.92,692,736,2.98,335.18,0
14432,10,6,2248.5,2011-09-11 14:09:00,2011-11-30 08:04:00,2013,United Kingdom,5,4,4,544,Champions,0,374.75,79,89,24.61,2766.78,0
12701,80,6,2248.41,2010-03-16 13:23:00,2011-09-21 10:47:00,1716,Germany,3,4,4,344,Loyal,1,374.73,553,633,3.46,388.97,0
14644,68,7,2247.72,2009-12-03 16:24:00,2011-10-03 08:30:00,770,United Kingdom,3,4,4,344,Loyal,1,321.1,668,736,3.47,334.27,0
16177,50,8,2247.31,2010-03-02 14:03:00,2011-10-20 12:57:00,1021,United Kingdom,4,5,4,454,Champions,1,280.91,596,647,4.51,380.07,0
16174,126,7,2246.75,2010-04-15 15:12:00,2011-08-05 13:26:00,1431,United Kingdom,3,4,4,344,Loyal,1,320.96,476,603,4.24,408.26,0
16883,187,19,2246.06,2009-12-04 12:07:00,2011-06-05 12:51:00,1016,United Kingdom,3,5,4,354,Loyal,1,118.21,548,736,9.42,334.06,1
13627,59,7,2245.9,2010-03-09 14:03:00,2011-10-11 14:20:00,1632,United Kingdom,4,4,4,444,Champions,1,320.84,581,640,3.99,384.05,0
16042,22,8,2245.32,2010-09-12 12:00:00,2011-11-17 17:50:00,1430,United Kingdom,4,5,4,454,Champions,0,280.67,431,454,6.43,541.41,0
13407,579,3,2244.7,2010-02-16 11:13:00,2010-05-10 12:41:00,1690,United Kingdom,1,3,4,134,At Risk,1,748.23,83,662,1.65,370.37,1
16823,227,7,2243.09,2009-12-02 09:57:00,2011-04-26 15:00:00,1166,United Kingdom,2,4,4,244,Can't Lose Them,1,320.44,510,738,3.46,332.62,1
15865,41,5,2241.42,2010-01-05 13:58:00,2011-10-30 12:43:00,1141,United Kingdom,4,4,4,444,Champions,1,448.28,662,703,2.6,349.66,0
15629,450,4,2240.9,2010-06-25 11:39:00,2010-09-15 13:46:00,1518,United Kingdom,1,3,4,134,At Risk,1,560.22,82,533,2.74,460.5,1
14462,66,12,2237.81,2010-10-03 14:13:00,2011-10-04 15:55:00,1061,United Kingdom,3,5,4,354,Loyal,0,186.48,366,432,10.14,567.27,0
16551,96,7,2237.12,2009-12-13 16:12:00,2011-09-05 09:38:00,2076,United Kingdom,3,4,4,344,Loyal,1,319.59,630,726,3.52,337.49,0
17180,56,11,2236.77,2010-01-21 17:43:00,2011-10-14 15:46:00,1809,United Kingdom,4,5,4,454,Champions,0,203.34,630,687,5.84,356.25,0
17075,18,10,2236.63,2009-12-14 11:24:00,2011-11-22 11:58:00,785,United Kingdom,5,5,4,554,Champions,0,223.66,708,726,5.03,337.5,0
16108,85,4,2235.92,2010-03-18 14:14:00,2011-09-16 11:48:00,1473,United Kingdom,3,4,4,344,Loyal,1,558.98,546,631,2.31,387.37,0
16076,3,10,2234.73,2011-05-15 12:31:00,2011-12-06 14:59:00,1435,United Kingdom,5,5,4,554,Champions,0,223.47,205,209,17.46,1170.54,0
13662,86,11,2233.61,2010-02-19 13:21:00,2011-09-15 12:04:00,1169,United Kingdom,3,5,4,354,Loyal,1,203.06,572,658,6.1,371.6,0
18215,89,5,2232.4900000000002,2010-03-26 13:03:00,2011-09-11 16:05:00,1131,United Kingdom,3,4,4,344,Loyal,1,446.5,534,623,2.93,392.47,0
14449,19,8,2230.96,2010-09-29 13:15:00,2011-11-21 12:06:00,1604,United Kingdom,5,4,4,544,Champions,0,278.87,417,436,6.7,560.53,0
13365,34,2,2225.37,2011-05-06 12:00:00,2011-11-06 12:36:00,1247,United Kingdom,4,2,4,424,New / Promising,2,1112.68,184,218,3.35,1118.24,0
14321,11,7,2218.06,2010-08-23 12:56:00,2011-11-29 09:47:00,3275,United Kingdom,5,4,4,544,Champions,0,316.87,462,473,5.4,513.33,0
17648,61,5,2216.37,2010-11-19 16:41:00,2011-10-10 09:41:00,954,United Kingdom,3,4,4,344,Loyal,1,443.27,324,385,4.74,630.33,0
18177,31,9,2216.32,2009-12-15 18:57:00,2011-11-08 14:44:00,1238,United Kingdom,4,5,4,454,Champions,0,246.26,692,724,4.54,335.41,0
13478,469,5,2215.78,2010-01-31 15:51:00,2010-08-27 13:23:00,1189,United Kingdom,1,4,4,144,Can't Lose Them,1,443.16,207,677,2.7,358.96,1
12397,36,2,2214.9,2011-07-27 14:21:00,2011-11-04 09:52:00,1250,Belgium,4,2,4,424,New / Promising,2,1107.45,99,135,5.41,1797.39,0
13455,25,6,2212.9900000000002,2009-12-09 08:58:00,2011-11-15 11:21:00,795,United Kingdom,4,4,4,444,Champions,2,368.83,706,731,3.0,331.95,0
13320,78,6,2211.6,2010-08-18 10:29:00,2011-09-22 18:07:00,1509,United Kingdom,3,4,4,344,Loyal,1,368.6,400,479,4.57,505.35,0
15550,4,12,2211.05,2009-12-03 15:15:00,2011-12-05 15:38:00,1139,United Kingdom,5,5,4,554,Champions,0,184.25,732,736,5.95,328.89,0
15476,380,4,2209.98,2010-09-23 14:00:00,2010-11-24 15:17:00,1174,United Kingdom,2,3,4,234,At Risk,1,552.5,62,442,3.3,546.98,1
14177,86,13,2209.69,2010-02-26 11:59:00,2011-09-14 15:11:00,1043,United Kingdom,3,5,4,354,Loyal,1,169.98,565,652,7.28,371.24,0
13094,21,13,2209.44,2010-11-15 14:15:00,2011-11-18 14:07:00,1896,United Kingdom,4,5,4,454,Champions,0,169.96,367,389,12.2,622.05,0
14834,18,7,2206.16,2010-10-28 17:37:00,2011-11-22 10:30:00,872,United Kingdom,5,4,4,544,Champions,0,315.17,389,407,6.28,593.78,0
14467,18,12,2203.2400000000002,2009-12-02 12:44:00,2011-11-22 12:48:00,1187,United Kingdom,5,5,4,554,Champions,0,183.6,720,738,5.93,326.62,0
13410,24,9,2201.96,2009-12-08 13:43:00,2011-11-15 15:33:00,1244,United Kingdom,4,5,4,454,Champions,0,244.66,707,731,4.49,329.56,0
14006,116,7,2196.67,2010-02-25 09:45:00,2011-08-16 09:39:00,2181,United Kingdom,3,4,4,344,Loyal,1,313.81,536,653,3.91,368.1,0
15100,334,7,2193.8999999999996,2010-01-07 14:33:00,2011-01-10 10:35:00,270,United Kingdom,2,4,4,244,Can't Lose Them,1,313.41,367,701,3.64,342.24,1
16317,120,5,2192.51,2010-05-04 10:17:00,2011-08-12 12:46:00,1236,United Kingdom,3,4,4,344,Loyal,1,438.5,465,585,3.12,410.44,0
15934,418,2,2190.66,2010-10-06 12:08:00,2010-10-18 10:13:00,2166,United Kingdom,1,2,4,124,Hibernating / Lost,1,1095.33,11,430,1.7,558.62,1
14212,90,2,2190.14,2010-09-20 11:48:00,2011-09-11 12:45:00,2046,United Kingdom,3,2,4,324,Needs Attention,1,1095.07,356,446,1.64,538.77,0
12802,187,5,2186.42,2010-05-25 09:34:00,2011-06-06 09:36:00,1956,Netherlands,3,4,4,344,Loyal,1,437.28,377,564,3.24,425.04,1
14597,11,6,2184.63,2010-09-28 13:17:00,2011-11-28 13:13:00,1436,United Kingdom,5,4,4,544,Champions,2,364.1,425,437,5.01,547.24,0
15864,22,7,2180.76,2010-11-23 15:02:00,2011-11-17 13:32:00,1486,United Kingdom,4,4,4,444,Champions,0,311.54,358,381,6.71,627.13,0
17324,18,12,2171.07,2009-12-18 15:29:00,2011-11-22 10:34:00,1485,United Kingdom,5,5,4,554,Champions,0,180.92,703,721,6.07,329.46,0
12856,8,6,2170.78,2011-10-07 12:38:00,2011-12-02 10:52:00,1076,United Kingdom,5,4,4,544,Champions,0,361.8,55,64,34.22,3714.24,0
17905,71,13,2168.37,2010-01-28 17:54:00,2011-09-29 17:33:00,1274,United Kingdom,3,5,4,354,Loyal,0,166.8,608,680,6.98,349.28,0
17732,373,8,2166.42,2010-08-09 08:41:00,2010-12-02 09:29:00,1058,United Kingdom,2,5,4,254,Can't Lose Them,1,270.8,115,488,5.98,485.82,1
14595,20,8,2164.45,2010-01-20 13:59:00,2011-11-20 12:12:00,1228,United Kingdom,4,4,4,444,Champions,0,270.56,668,688,4.24,344.15,0
15944,277,4,2164.24,2009-12-13 12:57:00,2011-03-08 10:33:00,859,United Kingdom,2,4,4,244,Can't Lose Them,1,541.06,449,726,2.01,326.26,1
14573,180,13,2163.12,2010-01-08 16:34:00,2011-06-13 11:15:00,683,United Kingdom,3,5,4,354,Loyal,1,166.39,520,700,6.78,338.44,0
17460,94,16,2157.9700000000003,2010-01-22 13:25:00,2011-09-06 15:04:00,954,United Kingdom,3,5,4,354,Loyal,0,134.87,592,686,8.51,344.32,0
16379,4,4,2157.4,2011-09-22 09:33:00,2011-12-05 15:38:00,1410,United Kingdom,5,4,4,544,Champions,2,539.35,74,79,18.48,2990.16,0
13643,31,10,2156.77,2009-12-08 12:48:00,2011-11-08 15:37:00,902,United Kingdom,4,5,4,454,Champions,0,215.68,700,732,4.99,322.87,0
15426,19,9,2156.35,2010-05-02 15:10:00,2011-11-20 15:36:00,1041,United Kingdom,5,5,4,554,Champions,0,239.59,567,586,5.61,403.23,0
16966,8,7,2154.97,2011-04-13 14:17:00,2011-12-01 13:40:00,1981,United Kingdom,5,4,4,544,Champions,0,307.85,231,240,10.65,983.58,0
17822,420,5,2154.08,2010-05-28 12:15:00,2010-10-15 13:47:00,1372,United Kingdom,1,4,4,144,Can't Lose Them,1,430.82,140,561,3.25,420.05,1
16600,4,13,2153.41,2009-12-18 12:59:00,2011-12-05 16:00:00,2420,United Kingdom,5,5,4,554,Champions,0,165.65,717,721,6.58,326.99,0
13224,60,2,2152.95,2011-07-11 14:10:00,2011-10-10 14:55:00,1515,United Kingdom,3,2,4,324,Needs Attention,1,1076.47,91,151,4.83,1559.81,0
16275,197,3,2151.11,2010-03-08 14:41:00,2011-05-27 12:41:00,1268,United Kingdom,2,3,4,234,At Risk,1,717.04,444,641,1.71,367.84,1
14216,3,5,2150.04,2010-10-21 15:07:00,2011-12-06 14:56:00,712,United Kingdom,5,4,4,544,Champions,2,430.01,410,414,4.41,568.9,0
16716,267,3,2149.6800000000003,2010-03-19 11:05:00,2011-03-18 10:03:00,912,United Kingdom,2,3,4,234,At Risk,1,716.56,363,631,1.74,374.04,1
17272,42,4,2148.63,2011-03-22 12:05:00,2011-10-28 16:37:00,1778,United Kingdom,4,4,4,444,Champions,1,537.16,220,263,5.55,894.37,0
16520,186,6,2148.38,2010-03-02 16:50:00,2011-06-06 13:24:00,1045,United Kingdom,3,4,4,344,Loyal,1,358.06,460,647,3.38,363.07,1
16004,475,5,2146.39,2010-01-25 13:56:00,2010-08-22 11:48:00,1076,United Kingdom,1,4,4,144,Can't Lose Them,1,429.28,208,683,2.67,343.85,1
13152,417,7,2146.38,2010-01-14 10:01:00,2010-10-18 13:44:00,977,United Kingdom,1,4,4,144,Can't Lose Them,1,306.63,277,695,3.68,338.52,1
16134,22,5,2145.34,2010-06-17 09:48:00,2011-11-18 10:05:00,1637,United Kingdom,4,4,4,444,Champions,2,429.07,519,541,3.37,433.79,0
18009,235,8,2144.23,2010-02-25 11:49:00,2011-04-18 13:36:00,651,United Kingdom,2,5,4,254,Can't Lose Them,1,268.03,417,653,4.47,359.43,1
14407,107,5,2142.73,2011-03-08 11:59:00,2011-08-24 14:02:00,1414,United Kingdom,3,4,4,344,Loyal,1,428.55,169,277,6.59,847.24,0
13092,71,12,2140.28,2010-02-10 08:44:00,2011-09-30 11:18:00,664,United Kingdom,3,5,4,354,Loyal,1,178.36,597,668,6.56,351.01,0
17029,111,7,2137.3,2010-02-14 10:19:00,2011-08-21 11:06:00,1265,United Kingdom,3,4,4,344,Loyal,1,305.33,553,664,3.85,352.66,0
17305,649,1,2135.46,2010-03-01 12:47:00,2010-03-01 12:47:00,1006,United Kingdom,1,2,4,124,Hibernating / Lost,1,2135.46,0,649,0.56,358.76,1
16493,80,7,2132.09,2010-03-26 13:05:00,2011-09-21 11:10:00,1988,United Kingdom,3,4,4,344,Loyal,1,304.58,543,623,4.1,374.63,0
18116,68,13,2130.89,2010-10-24 15:29:00,2011-10-03 11:00:00,1249,United Kingdom,3,5,4,354,Loyal,0,163.91,343,411,11.55,567.95,0
13517,60,3,2128.42,2011-06-13 08:44:00,2011-10-11 11:43:00,1369,United Kingdom,3,3,4,334,Loyal,1,709.47,120,180,6.08,1294.07,0
14634,438,4,2124.46,2010-06-16 09:48:00,2010-09-28 10:40:00,1906,United Kingdom,1,3,4,134,At Risk,1,531.12,104,542,2.69,428.61,1
16807,143,6,2123.88,2010-03-26 14:38:00,2011-07-20 12:00:00,1433,United Kingdom,3,4,4,344,Loyal,1,353.98,480,623,3.52,373.8,0
16996,30,9,2123.61,2010-10-18 12:24:00,2011-11-09 16:43:00,919,United Kingdom,4,5,4,454,Champions,0,235.96,387,418,7.86,556.39,0
14472,104,9,2118.72,2010-01-19 13:09:00,2011-08-28 11:01:00,1271,United Kingdom,3,5,4,354,Loyal,1,235.41,585,689,4.77,336.87,0
14360,32,4,2118.03,2011-09-06 11:58:00,2011-11-08 09:12:00,1139,United Kingdom,4,3,4,434,Loyal,2,529.51,62,95,15.37,2441.57,0
